,Expression WT,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression WT 2,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression WT 3,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression WT 4,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression WT 5,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b1135,0.093918728,0.138908237,-0.035367878,0.61311823,0.093918728,0.283305203,0.297932109,0.134863503,0.136014158,-0.64072112,0.365761318,0.718776557,-0.66176164,-0.922586427,0.358964936,0.548667291,0.499744174,0.178069023,0.093918728,0.332390826,-0.159172941,0.439611797
b1136,0.07730493,0.214024525,-0.131425921,0.238966622,0.07730493,-0.249464241,-0.755262938,-0.352372917,-0.641976375,-0.105715288,-0.231470297,-0.014309693,-0.411606206,-0.689990194,-0.126199501,-0.176830093,-0.13042179,-0.311457861,0.07730493,-0.161293438,-0.281518121,-0.581880542
b1137,0.034445165,0.555967793,0.892193496,0.665980616,0.034445165,0.088539972,0.095622307,0.062297436,0.062837919,-0.551944812,0.087130774,0.196366783,0.003834394,0.327299699,0.448609316,0.485243426,0.510336515,0.431175615,0.034445165,0.041810074,0.62358311,0.025834042
b1138,-0.015276528,0.422635467,0.681177859,0.647056324,-0.015276528,0.229112695,-0.085860596,0.182266826,0.183241489,-0.751908129,0.226621396,0.257080348,-0.443444608,-0.730592346,0.797737713,0.991326885,0.885131026,0.694261788,-0.015276528,0.27329061,0.417436363,0.243004099
b1139,0.229630495,-0.912949143,-0.857837202,-0.133742378,0.229630495,0.225160689,0.000433612,0.081231431,0.474432578,-1.132810485,0.814740461,0.914506108,-1.136591303,-1.979217266,0.443919001,0.808342842,0.622189691,0.156302656,0.229630495,0.180981925,0.126836439,0.222998391
b1140,-0.089254336,0.498847694,0.80914535,0.593089199,-0.089254336,-0.220830049,-0.089712451,-0.040179873,-0.262492408,-0.040282899,-0.358546265,0.072123133,0.672955969,0.384453658,0.308045906,0.113588797,0.234313471,0.130450932,-0.089254336,0.390467372,0.587107718,0.074939041
b1141,-0.036871374,0.609036343,0.859420698,0.765711648,-0.036871374,-0.408639124,-0.122904237,0.113716734,-0.460158071,-0.100098184,-0.13993314,-0.058789068,0.701828497,0.769468565,0.210712307,-0.010745095,0.127438232,0.183968189,-0.036871374,0.369799366,0.569573407,-0.05551635
b1143,-0.05647918,0.113479564,0.341161286,0.307482943,-0.05647918,-0.208277734,0.037530249,0.464140111,-0.058111777,-0.099896228,-0.211231873,0.236990541,0.095165829,-0.549953605,0.26933377,0.087543272,0.138078538,0.222291856,-0.05647918,-0.172497297,0.016801738,-0.266485852
b1144,0.164315949,0.970196589,0.904859016,1.071059362,0.164315949,-0.556342759,-0.541953534,-0.481777036,-0.264109276,-0.024351542,-0.315859288,0.000412988,0.717128475,0.279640838,-0.468596304,-0.017935798,-0.110795217,-0.495393922,0.164315949,0.819047757,0.813038089,-0.01601794
b1145,-0.190378393,0.099165825,0.137320538,0.182312611,-0.190378393,-0.257454413,0.1903014,0.20538222,0.421833137,-0.233650226,0.307680557,-0.110110992,-0.159311009,0.215694212,0.804785404,0.417144013,0.574479867,0.503728342,-0.190378393,0.032634743,0.338678348,0.180088869
b1146,0.056331694,0.516937917,0.680559316,0.662124815,0.056331694,-0.402490203,-1.784740551,-1.784740551,-1.784740551,0.265298926,-0.404722735,0.975813635,0.602725492,-0.046876421,-0.434294009,-0.391503712,-0.36234297,-0.454751361,0.056331694,1.058711938,0.606772073,-0.503695053
b1147,-0.259948359,0.700999041,0.674743528,0.802846247,-0.259948359,-0.259948359,-0.259948359,-0.259948359,-0.259948359,0.333421981,-0.259948359,0.585627119,0.760645752,0.726723883,0.446423097,0.475877596,-0.259948359,0.432480883,-0.259948359,0.817086692,1.041373755,0.399495722
b1148,0.009769474,-0.087878668,0.332742455,0.803701581,0.009769474,-0.933755688,-0.933755688,-0.933755688,-0.933755688,-0.085764259,-0.933755688,0.226460041,0.750274252,0.393929305,0.056455838,0.092872475,-0.933755688,0.039128443,0.009769474,0.499023169,0.753903794,-0.933755688
b1150,-0.057415502,0.613113308,1.013859392,0.762075163,-0.057415502,-0.524706498,0.057134583,0.353550485,0.354613506,-0.193616285,0.041592826,0.602170051,0.872023178,0.44613018,0.36586279,0.05689627,0.090544121,0.340842057,-0.057415502,0.78236669,1.149404447,0.280503652
b1153,-0.072974019,0.212903555,0.65460056,0.312986352,-0.072974019,-0.015058858,-0.007492515,-0.043127107,-0.042548502,-0.146618722,-0.016564799,0.099755485,0.271495581,0.718151797,0.365540779,-0.00763207,0.012208066,0.347282205,-0.072974019,-0.065075867,0.762680276,-0.08221398
b1154,0.00710232,-0.06512469,0.714408311,0.004748699,0.00710232,-0.604363378,-0.604363378,0.035807174,0.036363962,-0.063580324,-0.604363378,-0.604363378,-0.024474155,0.307809204,0.042273365,-0.604363378,0.08910989,0.41395061,0.00710232,0.014695061,-0.022511333,-0.00177739
b1155,0.156582922,0.067056978,0.973727329,0.59896524,0.156582922,0.224646633,0.233488652,0.191746168,0.192425999,-0.669384945,-0.669384945,-0.669384945,0.117633709,0.088813748,0.199636178,-0.669384945,0.256458354,0.637180072,0.156582922,0.614591512,0.555672562,0.145658827
b1156,-0.190909772,0.608181096,0.301911389,0.356823382,-0.190909772,-0.557878675,-0.209123748,-0.602598142,-0.136558883,0.141670608,0.026482725,-0.193266336,0.544933156,0.379213107,0.43105871,-0.209358912,-0.176148638,0.165880642,-0.190909772,0.30329495,0.369100082,0.105495147
b1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1159,0.044111709,0.5498054,0.894323186,0.764848023,0.044111709,-0.239816549,-0.023768602,0.234996994,0.361498751,-0.234288701,-0.037056722,0.129355761,-0.008979251,-0.398423798,0.101953574,0.292336694,0.177039798,0.348909618,0.044111709,0.056710469,-0.00564541,0.170341862
b1160,-0.124686431,0.528730923,1.335627655,0.680443608,-0.124686431,0.147094668,0.538666642,0.36121824,0.821827704,-0.459697073,0.144359882,0.346607647,0.115720487,0.714135782,0.833756366,0.638157806,0.46383176,0.730727822,-0.124686431,0.195481687,0.242641208,0.395370653
b1161,-0.179315783,0.719173002,1.543368229,0.867004316,-0.179315783,-0.401487214,0.169247165,0.108507547,-0.128843829,-0.305980932,-0.08651655,-0.236100193,-0.235028512,0.433945226,0.84392828,0.665409725,0.823693302,0.709767712,-0.179315783,-0.476338208,0.485753767,0.230124722
b1162,-0.059268081,0.675131827,0.805823237,0.776384492,-0.059268081,-0.157429529,-0.237054552,-0.028767246,0.143960775,0.016235731,-0.368204748,-0.10649609,-0.471613898,0.081814149,0.161568513,0.066301796,0.002083187,0.302051085,-0.059268081,0.257785867,-0.26032963,-0.14098082
b1163,-0.08110876,-0.415992524,-0.669000134,-0.141445092,-0.08110876,-0.804311993,-0.790334678,-0.586122668,-0.711294455,0.306804556,0.301131477,-0.018627804,-0.391194684,-0.174521619,-0.063478276,-0.38512404,-0.530734077,-0.260829227,-0.08110876,-0.475643935,-0.186065774,-0.616884727
b1164,0.015220893,4.55365773,5.694657789,4.771052587,0.015220893,-1.025299551,-1.014588252,-0.531749926,0.716690457,-0.128934318,0.119334653,-0.866155497,-0.047875252,1.370122484,0.083271639,0.340609192,-0.986854921,0.058183965,0.015220893,2.794692435,-0.043894362,1.103184582
b1165,-0.024367232,3.769829564,4.968197497,3.908189921,-0.024367232,-2.199000852,-1.02745326,-1.076066727,0.669490159,0.030408232,-2.199000852,-0.884694187,0.277834831,1.546728835,0.042693465,-0.502881718,-1.000842398,0.01796308,-0.024367232,2.754979479,-0.661974375,0.802743451
b1166,-0.052045191,3.641462762,4.974821135,3.792355668,-0.052045191,-1.65896766,-1.65896766,-1.65896766,0.793388649,0.147496172,-1.65896766,-1.65896766,0.224267576,2.223758673,0.008639402,-0.472163992,-1.65896766,-0.530479682,-0.052045191,2.908148085,-0.605860513,0.718348886
b1167,-0.239133574,4.583265569,6.031724076,4.770971319,-0.239133574,-0.239133574,-0.239133574,-0.239133574,1.475469642,-0.239133574,-0.239133574,-0.239133574,0.857182709,1.658121253,0.956534296,-0.239133574,-0.239133574,-0.239133574,-0.239133574,3.692755498,-0.239133574,1.74754761
b1168,-0.136988768,0.987645364,2.315993082,0.986561094,-0.136988768,-1.133229731,-1.377059776,-1.396818994,-0.432163503,0.417116848,-0.628962989,-0.479106143,-0.123768516,0.753392236,-0.006150544,-0.492343329,-0.736186339,0.156505552,-0.136988768,0.285818786,-0.428750077,-0.490962917
b1171,-0.092306356,0.393547074,0.654630436,0.52751921,-0.092306356,-0.274988053,0.015045259,-0.031462376,0.401563863,-0.041027117,-0.343401252,-0.274412467,0.269568236,0.73828314,0.317946184,0.210868917,0.122645915,0.290505177,-0.092306356,0.276348639,0.03418294,0.696360274
b1172,0.095856602,-0.048013381,0.271342199,0.251392811,0.095856602,0.212493164,0.512168536,0.333929454,0.929287984,-0.651095761,-0.107130634,0.025058037,0.13621107,0.100493103,0.363525954,0.709731256,0.550190586,0.217538685,0.095856602,0.336719357,0.105330973,1.271559375
b1174,0.03363498,-0.221469192,-0.171949652,-0.138497865,0.03363498,0.082150201,0.120200298,0.275282207,-0.210539744,-0.04188922,-0.253068479,0.143069697,-0.104079098,-0.424711574,-0.05901572,0.02332706,0.246272451,0.012510747,0.03363498,0.005020257,0.148831221,-0.053853081
b1175,0.081293237,-0.403197998,-0.51123151,-0.247494579,0.081293237,0.012799121,0.026513073,0.125174961,-0.219539802,-0.157134296,-0.081333105,0.152363485,-0.201507236,-0.908153932,-0.086745415,0.124936448,0.229609887,-0.056312656,0.081293237,0.078058651,0.192311936,0.028026344
b1176,-0.000744359,-0.348514296,-0.503910616,-0.116125146,-0.000744359,0.024267867,0.114028371,0.265205481,-0.048152142,-0.335023262,0.112711049,0.090926479,-0.303282733,0.018316468,0.337256338,0.438850443,0.424497122,0.237669203,-0.000744359,-0.114653073,-0.014306735,0.022091802
b1177,-0.06123614,-0.12875746,0.222863391,0.026026609,-0.06123614,-0.438022219,-0.148268241,0.09090484,-0.102250222,0.036350665,-0.440858123,0.04583654,0.231200351,1.001350067,0.147357755,0.017523676,-0.052762645,0.120409963,-0.06123614,0.001955696,-0.12486733,-0.129586827
b1178,-0.033164629,0.32475802,0.347688932,0.146674658,-0.033164629,-0.244205628,-0.637917592,0.223526694,0.125941712,0.032917524,-0.462938605,-0.183367103,-0.182018458,-0.181510745,0.066576363,-0.067205554,-0.123328676,0.155898313,-0.033164629,-0.417551612,-0.53738707,-0.45307313
b1179,-0.012208343,0.522912964,0.489445145,0.658989473,-0.012208343,-0.199826586,0.292219005,0.189139025,0.050368335,-0.182277156,-0.19013015,-0.107287905,-0.063609514,0.210027708,0.218902187,0.183491827,0.32247003,0.268547961,-0.012208343,0.059017222,0.33830377,-0.031620958
b1180,-0.058562702,-0.122545425,-0.050802658,-0.097120515,-0.058562702,-0.776840665,-0.334744501,-0.263316557,-0.451738502,0.230526067,-0.779570899,-0.577628401,-0.194148476,0.676652679,-0.054837961,-0.153414464,-0.116519154,-0.046535506,-0.058562702,-0.076360241,0.002212358,-0.478330351
b1181,-0.02504556,0.347631609,0.335005619,0.308313517,-0.02504556,-0.724563422,-0.505334933,-0.89617216,-0.325479247,0.192266698,-0.433204579,-0.317502081,-0.092229411,0.193489224,-0.117130019,-0.335128324,-0.298782395,0.116642647,-0.02504556,0.086735,0.007653884,-0.849212547
b1182,0.064596625,-0.152371109,-0.046524898,-0.015549908,0.064596625,-0.181979455,-0.280615684,-0.229058749,1.023710709,-0.075241037,0.089170359,0.002134031,0.13826396,-0.381007538,-0.118548837,0.253029021,0.215972239,-0.05220013,0.064596625,0.079066356,-0.1489631,0.117742632
b1183,-0.050572061,0.446824635,0.496983658,0.499194842,-0.050572061,-0.408740375,-0.256103256,-0.199254001,-0.089868258,0.043189132,-0.272378152,-0.21357814,0.053595735,1.027457881,0.108527051,-0.134129086,-0.098540677,0.16422391,-0.050572061,0.465237887,0.267672898,-0.068644937
b1184,-0.061725513,0.355873569,0.578896197,0.360832454,-0.061725513,-0.371097283,0.039016696,0.087311448,-0.014473946,0.087210934,-0.373043682,-0.063766619,0.235671263,0.697251058,0.097965604,-0.209563423,0.068655064,0.169166242,-0.061725513,0.228850702,0.162642205,0.024472512
b1185,0.109457228,-0.344809004,-0.279907314,0.075806071,0.109457228,1.157156959,0.96248749,0.767845428,0.386316152,-0.360174733,0.426491797,1.098423418,0.288070846,-0.584981246,0.031803049,0.35992899,0.631626739,0.083357507,0.109457228,0.111562515,0.32488514,0.20953633
b1186,0.07246512,-0.353789124,-0.583717327,-0.077798045,0.07246512,0.309806664,0.393526965,0.348608134,-0.115115401,-0.386360041,0.17892527,0.537432611,-0.306088067,-0.249036508,0.168964681,0.222307529,0.451959046,0.116426802,0.07246512,-0.058085627,0.064402369,0.054500698
b1187,-0.014235117,-0.119917393,-0.252301832,0.105027602,-0.014235117,0.215566849,0.484115659,0.361983342,0.12287798,-0.34289571,0.016960501,0.06867582,-0.438107435,-0.464216979,0.385601061,0.426704847,0.508866767,0.15030113,-0.014235117,-0.099357904,-0.148404008,-0.014543767
b1188,0.021947938,0.016710277,-0.3412709,-0.454186475,0.021947938,-1.78700922,-2.447043624,-2.396076597,-0.781017938,0.669373712,-0.849212793,-1.066744334,0.158030445,-0.028331171,-0.735217526,-1.139479856,-1.797634281,-0.420800241,0.021947938,-0.252449788,-0.993344142,-1.968960684
b1189,-0.176990106,0.418632346,0.43477168,0.612364449,-0.176990106,-0.736571169,-0.870599564,-0.084198236,-0.444279526,0.492830914,0.364905061,0.426015489,0.458463506,0.622153392,0.038139405,-0.834561929,-0.448830544,-0.256336178,-0.176990106,0.069547458,-0.225971209,-0.093851472
b1190,-0.194178574,0.351054305,0.351966854,0.43221799,-0.194178574,-1.070537643,-1.185813339,-0.062185944,-0.554449304,0.577289795,0.120176792,0.42822404,0.436991756,0.448726044,0.005245927,-0.840016519,-0.572009224,-0.225599346,-0.194178574,0.212353758,-0.335414722,-0.306834864
b1191,-0.045877141,0.133794107,0.128358696,0.265876713,-0.045877141,0.345039735,0.466644575,0.525995252,0.293008842,-0.323855044,0.132768396,0.289620866,-0.062149222,-0.021633792,0.461486469,0.194804134,0.295865321,0.541922522,-0.045877141,-0.030686025,-0.012072668,-0.141073953
b1192,0.029280971,0.031986289,-0.135173566,0.048030989,0.029280971,-0.171091955,0.011316494,0.193546092,-0.285301229,-0.083393619,-0.125457531,-0.201521025,-0.022402331,-0.0694524,-0.004449295,-0.076917487,-0.031111448,-0.045405801,0.029280971,0.087012806,-0.006220147,-0.306770553
b1193,0.070716804,-0.217433097,-0.305336584,-0.020605897,0.070716804,-0.161004442,-0.146979492,-0.56012681,0.088285833,-0.312306337,-0.001524788,0.207031538,-0.39678578,-0.1328062,0.100155925,0.420518354,0.314600913,0.029486383,0.070716804,0.308497581,0.048489663,0.240136043
b1194,-0.107942738,0.075808043,-0.096768575,0.058386128,-0.107942738,5.476750311,3.518914045,3.709720771,3.33599993,0.201925121,4.179412253,4.778702789,3.529532588,0.232570679,0.121903092,-0.007727413,-0.193100296,0.099914519,-0.107942738,-0.095640428,0.011169212,-0.326723572
b1195,-0.083268241,0.08425898,0.0066473,-0.305584211,-0.083268241,-2.09854118,-2.619534613,-2.669191569,-1.031591986,0.678580473,-0.856183365,-1.093137152,0.552993543,0.450779088,-0.428775751,-1.740512238,-2.054432737,-0.254304147,-0.083268241,-0.284534366,-0.641924271,-1.620687267
b1196,-0.07329589,0.538279793,1.196577672,0.66131236,-0.07329589,-0.864156694,-0.864156694,-0.039094543,-0.038432986,0.251303551,-0.864156694,0.122702697,1.025481505,1.270448419,-0.031415882,0.001389212,-0.864156694,0.396626627,-0.07329589,-0.064230925,-0.108781128,-0.083914395
b1197,-0.128496647,-0.105365944,-0.208473885,-0.350529434,-0.128496647,-1.171237051,-1.127019236,-1.463435144,0.058628204,0.277445141,0.46700893,0.141861793,0.241301398,0.281791391,0.108044799,-0.130017452,-0.545696733,0.043560211,-0.128496647,0.000181223,-0.193373227,-0.026901362
b1198,0.046731951,0.036642053,-0.45667741,0.304450002,0.046731951,0.417108818,0.802626229,0.775217997,0.281590019,-0.094586947,-0.597804978,0.16594817,-0.290989891,-0.328064813,-0.045608907,0.309990033,0.527651179,0.319659395,0.046731951,-0.042605197,0.139521748,0.009694086
b1199,-0.037212991,-0.17208886,-0.491373978,0.225510815,-0.037212991,0.522550886,0.909275948,0.834105397,0.307563354,-0.140886208,-0.506876873,0.340290894,-0.041776942,0.157914117,0.25252518,0.369531258,0.635357948,0.421298532,-0.037212991,-0.030522267,0.654547108,0.373557521
b1200,-0.072352386,-0.470192754,-0.797655548,-0.069299646,-0.072352386,0.501148483,0.683142712,0.669852824,0.04585108,-0.146258089,-0.627839726,0.039419755,-0.150342961,0.085015711,0.363315247,0.462343207,0.604838394,0.315546023,-0.072352386,-0.141491677,0.467399421,0.324550472
b1201,-0.092204846,0.015745713,0.16243951,-0.013311686,-0.092204846,-0.009459264,0.086959481,0.112310929,0.252322298,0.081914966,0.073752574,0.149003129,0.015442855,0.630655868,0.194699571,-0.09279277,0.115453272,0.173534499,-0.092204846,-0.080797886,0.018653973,0.052333235
b1202,0.009776671,-0.086015859,0.007098417,-0.031489288,0.009776671,0.028060178,0.610067842,0.42640287,0.319437379,-0.269849878,-0.251091944,-0.141595196,-0.082947118,0.012917666,0.240519866,0.320114594,0.644322933,0.534340103,0.009776671,-0.014230675,0.290859279,0.029843607
b1203,0.006693184,-0.226847323,-0.275679921,0.09065055,0.006693184,-0.083145881,0.080456219,-0.037071881,-0.078190422,-0.54144857,0.312133493,0.245510833,-0.589379269,-0.276611812,0.521369017,0.582273139,0.659716966,0.090327563,0.006693184,0.083258539,-0.149205332,0.163423108
b1204,0.035017365,-0.166101704,-0.219460309,0.17430159,0.035017365,-0.190336545,0.075034558,-0.175808872,-0.053111204,-0.363939103,0.195033114,0.392735394,-0.121390769,-0.724732713,0.258887007,0.429791376,0.464260366,-0.068277565,0.035017365,0.265138421,0.005087831,0.262173956
b1205,0.010856789,0.177301081,-0.051504817,-0.112274868,0.010856789,-0.083671159,-0.490603365,-0.110211262,-0.540961572,0.267047309,-0.711353823,-0.790855919,0.039855886,0.032548305,-0.299617676,-0.154327721,-0.19879951,0.015767377,0.010856789,0.064896031,-0.204710858,0.032264672
b1206,0.065925235,0.021963532,0.298233301,0.214126742,0.065925235,0.154560033,0.39295639,0.67240069,0.112828275,-0.319977148,-0.14042806,0.127541131,-0.069755078,-0.107045191,0.122201443,0.165734038,0.277614389,0.18130067,0.065925235,0.157493525,0.297533146,0.334528313
b1207,0.201963015,-0.414523828,-0.539802552,-0.074307533,0.201963015,0.300173792,0.195032922,-0.081174096,0.161146667,-1.013279555,0.672514611,0.580569961,-1.009181857,-1.051841535,0.40739051,0.793312012,0.549114601,0.197320631,0.201963015,0.354394408,-0.151344875,-0.043897528
b1208,0.336397272,-0.487753317,-0.563019141,0.0539514,0.336397272,0.451413515,0.440996561,0.124274982,0.33926568,-1.166878012,0.043271038,0.740323698,-0.866990159,-1.91817735,0.157686196,0.477070026,0.44595962,0.161656097,0.336397272,0.422377886,0.148642938,0.262907938
b1209,0.01587795,-0.168000563,-0.419484271,0.023908195,0.01587795,0.085595822,0.224318105,0.159660082,0.18491203,-0.226906062,0.469303773,0.724080943,0.05851156,-0.27970053,0.179272211,0.224045714,0.237566829,-0.041390213,0.01587795,0.071201297,-0.132166487,-0.168498138
b1210,0.067932777,0.190106201,0.468367591,0.499336764,0.067932777,0.054403568,0.569343881,0.298976399,-0.024497263,-0.377557663,-0.219221334,0.02506937,0.214829494,-0.108656013,0.173759331,0.140919359,0.278148602,0.178033481,0.067932777,0.147660204,0.174144404,0.070571015
b1211,0.154743599,0.23404637,0.566309901,0.533270874,0.154743599,0.123253841,0.77429806,0.47674882,0.069072677,-0.415858366,-0.196429248,0.297355849,0.077488914,-0.042165487,-0.048372431,0.277263988,0.315320442,0.090805872,0.154743599,0.299469761,0.144789021,0.198033956
