,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b3560,0.307923755,0.183908309,0.437445017,0.217591435,0.74673964,0.52972039,0.149419932,0.473617525,0.822951777,0.482062593,0.392317423,-0.125936989,0.273788383,0.024359206,-0.033947332,0.566782485,0.274174963
b3561,0.070389328,0.10433666,-0.277533976,-0.192645078,-0.415037499,-0.277533976,0,-0.173331603,-1.027480736,-0.37036845,0.401362562,-0.258311996,-0.407175382,0.156725504,-0.234465254,-0.277533976,0
b3562,0.736965594,1.353636955,0.152003093,-1.584962501,-0.169925001,-0.169925001,-1.169925001,-1.847996907,-2.584962501,-0.169925001,0.152003093,-1.087462841,-0.628031223,0.304854582,0,0.637429921,0.415037499
b3563,0.415037499,2,0.415037499,-0.584962501,0,0,-0.584962501,-0.736965594,-2.321928095,0.485426827,0.678071905,-0.736965594,-0.736965594,0.485426827,0,0.415037499,1
b3564,0.415037499,0.736965594,0,-1.584962501,-0.584962501,-0.584962501,0,-1.321928095,-1.321928095,0.485426827,2.137503524,-1,-1,0,0,0,-0.584962501
b3565,1.289506617,1.818759685,1.096861539,-1.263034406,-0.921997488,-1.263034406,0.152003093,-1.40053793,-2.137503524,-0.40053793,-0.40053793,-0.245112498,-0.678071905,0.672425342,0.637429921,0.222392421,0.039528364
b3566,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
b3567,0.584962501,1,0,0,0.584962501,0.584962501,0,-0.584962501,-1.584962501,0,0.415037499,-1,-0.415037499,0,0,1,1
b3568,0.280107919,0.440572591,0.362570079,-0.222392421,0.362570079,0.099535674,0.192645078,-0.807354922,-0.637429921,0.514573173,0,-0.299560282,-0.192645078,0.087462841,-0.106915204,0.280107919,-0.106915204
b3569,-0.074000581,-0.217591435,-0.556393349,-0.168122759,-0.089267338,0.070389328,-0.268816758,-0.632268215,-0.909802191,-0.354283468,-0.267695783,-0.273018494,-0.243271151,0.15324626,-0.473931188,-0.089267338,-0.340075442
b3570,0.8259706,0.8259706,0.832122827,-0.067114196,-0.067114196,0.135514971,-0.415037499,-0.186011986,-0.430634354,-0.415037499,-0.354283468,0.326228232,0.042435266,-0.043721377,0.14543044,-0.113656782,0.064130337
b3571,-0.192645078,0.321928095,-0.192645078,0,-0.192645078,-0.192645078,-0.415037499,0.115477217,-0.777607579,0,0.115477217,-0.765534746,-0.502500341,-0.502500341,-0.192645078,0,0.321928095
b3572,-0.527340469,-0.974799446,-0.815321232,0.144995067,-0.136550516,-0.491158133,-0.429943706,0.830074999,0.547065893,-0.272684576,-0.160936218,0.600644123,0.439950069,0.288431183,-0.19355329,-0.460226273,-0.143553904
b3573,0,0,0,1,2.321928095,1.321928095,1.584962501,0,0,0,1,0,1.584962501,1,0,0.584962501,0.584962501
b3574,-0.456378295,-0.83824893,-0.282730207,-0.374848409,-0.615856509,-0.882643049,-0.615856509,0.359328067,-0.044394119,-0.652076697,-1.044394119,0.519028231,0.114332675,-0.450165723,0,-0.542793046,-0.127755547
b3575,0.415037499,1,0.415037499,0.415037499,1,0.736965594,0,0,-0.584962501,0.415037499,0.736965594,-0.263034406,-0.263034406,0.222392421,0,1.222392421,1.222392421
b3576,0,9.869208251,0,0,0,9.869208251,0,0,0,0,0,0,0,0,0,0,0
b3577,0,9.869208251,0,0,0,0,0,0,0,9.869208251,9.869208251,0,0,0,0,0,0
b3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3579,0,0,0,-1,0,0,0,0,-1,0.584962501,1,-0.584962501,-0.584962501,0,-1,-1,0
b3580,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,0,0,-1,0
b3581,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
b3582,-0.415037499,-0.415037499,-0.415037499,0.321928095,-0.415037499,-0.415037499,0.321928095,-0.736965594,-0.321928095,-0.321928095,-0.321928095,0.415037499,0.415037499,0.415037499,0,0,0
b3583,-0.263034406,-0.584962501,-0.584962501,-0.584962501,-0.263034406,-0.584962501,-0.263034406,-0.485426827,-0.807354922,-0.222392421,0.192645078,0,-0.321928095,0,-0.263034406,-0.263034406,-0.263034406
b3584,0,1,0,0,0,0,0,0,0,0,1.321928095,0,0,0,0,0,0
b3585,-0.023083613,-0.517848305,-0.485426827,-0.551015169,-1.169925001,-0.517848305,-0.485426827,-1.222392421,-1.544320516,-1.254813899,-0.760049207,-0.080919995,-0.355094959,0.447458977,-0.249359469,-0.655351829,-0.977279923
b3586,0.807354922,1.459431619,1,-0.415037499,0.321928095,0.321928095,0.584962501,-0.321928095,-0.736965594,0.263034406,1.584962501,-0.263034406,-0.263034406,0.415037499,0.584962501,0.807354922,1.169925001
b3587,2,2.584962501,2.321928095,0,1,1,1,0,0,1,1,0,0,0.584962501,1.584962501,1.584962501,1.584962501
b3588,0,0,0,-1.169925001,-1.584962501,-2.169925001,0,-0.637429921,-0.807354922,-0.222392421,-0.222392421,0.415037499,-0.584962501,-0.263034406,0.415037499,-0.847996907,0
b3589,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,0,0,0,9.869208251,9.869208251,0,0,0,0,9.869208251,9.869208251
b3590,-0.940621453,-1.012174714,-0.87244995,-0.012174714,0.314635602,0.44503224,-0.126633439,0.276331228,0.427010141,-0.08246216,0.49683159,0.00882385,0.043589269,-0.478363435,-0.340228912,0.024045474,0.093866923
b3591,-0.760812336,-0.645335119,-0.608809243,0.336049203,0.654225163,0.426814667,0.113656782,0.148863386,0.283792966,0.476438044,0.453717967,0.135351853,0.409112665,0.113656782,-0.258311996,0.113656782,0
b3592,-0.056989979,-0.127379306,0,-1.242856524,-1.116324118,-0.873622714,-0.408280133,-0.490014097,-0.762267033,0,-0.400930553,-0.208442863,-0.506279151,-0.261741089,-0.015320799,0.207804885,-0.242856524
b3593,0,0.222392421,-0.263034406,0.222392421,0.584962501,0.874469118,0.584962501,-0.222392421,-0.485426827,-0.222392421,0,-0.263034406,0,0.222392421,-0.263034406,0,0.222392421
b3594,1,1,0.584962501,0,0,0,0,-1,-1,-1,0.584962501,-1,0,0,0,0,0
b3596,1,2.584962501,1,0,0,0,0,0,0,0,1.584962501,0,0,0,0,0,0
b3597,0.502500341,0.502500341,-0.125530882,-2,-1.584962501,-1.584962501,-0.415037499,-2.169925001,-2.432959407,-0.169925001,0,-0.678071905,-1,0.459431619,0.222392421,-0.263034406,-0.263034406
b3598,0.736965594,0.415037499,0.152003093,-1.584962501,-2.169925001,-1.584962501,-0.584962501,-1.662965013,-2.247927513,0.144389909,0,-1,-1,0.584962501,0.289506617,0,-0.169925001
b3599,-0.94753258,-0.847996907,-0.506959989,0.103093493,0.245112498,-0.169925001,1.026472211,-0.163498732,0.192645078,0.684498174,0,0,0.061400545,0,-0.231325546,-0.169925001,0.374395515
b3600,-0.566700294,-0.679910905,-0.771058793,-0.294620749,0.131644006,-0.05621601,0.890254594,-0.656045599,-0.711755031,-0.049388027,-0.711755031,0.020319984,-0.062735755,-0.084268917,-0.207157908,0.027307346,0.440088871
b3601,-0.468553009,-0.309855263,-0.309855263,-0.012174714,0.588998014,0.371968777,0.879969296,-0.313157885,-0.072149786,0.305413008,0.134301092,-0.092364018,0.022195746,-0.011227255,-0.250961574,0.304854582,0.44503224
b3602,0.895469417,0.972593843,0.750860036,0.060754031,0.746243408,1.245476034,0.379704426,-0.080782655,-0.391424942,-0.283172051,0.407877708,-0.282842887,0.021695071,0.198779864,-0.112894056,0.822784963,0.287389676
b3603,0.612976877,0.497499659,1.121990524,-1.087462841,-0.765534746,-1.087462841,-0.91753784,0.115477217,-0.678071905,-1.415037499,0.459431619,-0.823122238,-0.716207034,-0.353636955,0.436099115,0.234465254,-0.087462841
b3604,0.120294234,-0.61667136,0.563900885,-0.716207034,-1.523561956,-1.353636955,-0.823122238,0.125530882,0.447458977,-0.371968777,0.064130337,-0.436099115,-0.436099115,-0.353636955,0.283792966,-0.131244533,-0.523561956
b3605,-0.506959989,-0.847996907,-0.111031312,-0.295455884,-1.169925001,-0.754887502,-0.506959989,-0.120294234,0.35614381,0,-0.321928095,-0.070389328,-0.070389328,-0.070389328,-0.111031312,-0.231325546,-0.362570079
b3606,-0.286304185,-0.59946207,-0.184424571,0.189033824,0.50589093,0.464668267,-0.089267338,0.859822342,0.671377253,-0.054447784,0.493040011,0.14543044,0.14543044,-0.067114196,0.056583528,0.084064265,0.214124805
b3607,0.26052755,0.321928095,0.222392421,0.014950341,-0.10922907,0.222392421,-0.175571565,-0.283172051,0.136204384,-0.182478052,-0.134649527,-0.066342495,0.078855421,0.138976413,0,-0.061400545,-0.540568381
b3608,-0.609415544,-0.91753784,-0.355658952,0.20321432,-0.309855263,-0.309855263,0.35310975,1.06342538,0.837149524,-0.431339312,-0.325986311,0.807354922,0.189033824,-0.058893689,0.035919574,-0.609415544,-0.402964667
b3609,-0.592457037,-0.615177114,-0.2466822,0.096376061,-0.012512611,-0.214523533,0.087023062,-0.408582477,0.753688952,0.415845958,-0.387271971,0.537265759,0.522031245,0.349807127,0.007455805,-0.214523533,-0.307054818
b3610,-0.236683722,-0.121593235,-0.438694644,-0.361757694,-0.000711213,-0.381073632,-0.184036785,-0.415432704,-0.362654757,-0.273981996,-0.444175781,-0.110162635,-0.346413904,-0.387613022,-0.237521768,0.187123987,-0.267164329
b3611,-0.375332026,-0.205946854,-0.249801144,-0.387527323,0.137418412,-0.533013431,-0.043721377,0.025057458,0.249359469,-0.077894498,-0.454457849,0.147543445,0.190664714,-0.18222236,0.000935903,0.357255128,-0.065109431
b3612,-0.389411692,-0.253756592,-0.06342538,0.352624892,1.425182057,0.556238212,0.655598043,-0.358630978,0.358730058,0.628031223,-0.191659294,0.448204363,1.319689623,0.520154205,-0.32483969,0.720584453,0.30633124
b3613,-0.256339753,-0.296981738,-0.178337241,0.033166864,0.840521786,0.802553936,0.3016557,0.148098639,0.148098639,0.282399731,0.075948853,-0.111031312,0.289506617,-0.054447784,-0.178337241,0.355094959,0.246160587
b3614,-0.832890014,-1.025535092,-0.278301162,0.296393003,0.074000581,-0.078002512,0.233199176,1.165059246,1.347923303,0.125530882,-0.584962501,0.123735368,0.20069735,-0.06608919,-0.078002512,-0.584962501,-0.309328058
b3615,0.893084796,1.94753258,0.777607579,-1.222392421,-0.807354922,-0.485426827,0.192645078,-1.321928095,-2.321928095,-0.206450877,1,-0.777607579,-0.584962501,0.502500341,0,0.192645078,0
b3616,1.029747343,1.313890776,0.700439718,-2.263034406,-1.526068812,-1.469485283,-0.777607579,-2.288569498,-1.463656204,-0.14172811,0.476965248,-0.859822342,-1.029747343,0.140177658,0.399930607,0.078002512,-0.584962501
b3617,0.854459157,1.035979297,0.468675463,-2.169925001,-1.343954401,-1.381429107,-0.698619283,-1.617977558,-1.395585137,-0.094415602,-0.328470941,-1.029146346,-1.395928676,-0.217591435,0.347923303,0.043068722,-0.362570079
b3618,0.514573173,0.936806174,0.598637438,0.296981738,0.678071905,1.210566986,0.514573173,0.357552005,0.523561956,0.129283017,0.554588852,-0.036069255,0.167944637,0.103093493,0,0.455679484,0.485426827
b3619,-0.099732347,-0.235761476,-0.353942902,-0.047581065,0.20259119,0.570203343,-0.07632096,-0.802178813,-0.778266193,-0.13014751,0.18773942,-0.036994207,0.161105301,0.122484007,-0.302103971,0.005495988,-0.061879448
b3620,-0.465223256,-0.8259706,-0.415037499,0.358453971,0.421956913,0.495957495,0.245979242,0.019496176,0.175367087,0.166649869,-0.029747343,0.099535674,0.131244533,0.099535674,-0.125530882,-0.390584456,-0.208586622
b3621,-0.710493383,-0.847996907,-0.506959989,0.332575339,0.267480311,0.567040593,0.374395515,0.197036847,0.771731012,0.06871275,-0.072149786,0.180572246,0.30256277,0.023846742,-0.20029865,-0.506959989,-0.140177658
b3622,-1.426264755,-1.841302254,-1.033947332,0.158697746,-0.902702799,-0.338801913,0.188445089,1.821029859,2.093109404,-1.321928095,-2.321928095,0.765534746,0.459431619,0.03562391,-0.216811389,-1.033947332,-0.725825037
b3623,0.230483834,0.759508163,0.230483834,-0.181329765,0.220768679,0.130256386,-0.562419932,-0.932885804,-0.723938914,-0.222392421,-1.112209504,-0.118055762,0.020464103,0.174497731,-0.118319967,0.618645627,-0.465122731
b3624,0.390789953,0.9510904,0.415037499,-0.243925583,0.289506617,0.236067358,-0.491853096,-0.785875195,-0.836501268,-0.089267338,-0.434402824,-0.273018494,-0.103093493,0.072756342,-0.134301092,0.811927652,-0.321928095
b3625,0.493040011,0.830074999,0.473931188,-0.040641984,0.493040011,0.404983835,-0.362570079,-0.878693704,-0.703606997,0.13289427,0.049753035,-0.143194636,0.08813091,0.278101854,0.039528364,0.760812336,-0.397335498
b3626,0.217591435,0.743660247,0.3016557,-0.178337241,0.355094959,0.217591435,-0.381870635,-1.064130337,-0.665580961,0.231325546,-1.201633861,0.034765418,0.342887714,0.197036847,-0.033947332,0.763559804,-0.381870635
b3627,0.319617934,0.648925559,0.183962835,-0.120294234,0.409255147,0.374065718,-0.442222329,-0.820676301,-0.783682093,-0.293046975,-0.267283879,-0.591816172,-0.363547184,-0.113768875,-0.095419565,0.775682702,-0.321928095
b3628,0.444784843,0.830074999,0.289506617,-0.263034406,0.444784843,0.256339753,-0.584962501,-0.935869663,-1.211504105,-0.1740294,0.540568381,-0.502500341,-0.212993723,-0.028569152,-0.040641984,0.736965594,-0.362570079
b3629,0.526068812,0.941106311,0.443606651,-0.321928095,0.485426827,0.35614381,-0.556393349,-0.793549123,-0.893084796,0.106915204,0.054447784,-0.120294234,0.111031312,0.263034406,0,0.641546029,-0.395928676
b3630,0.378511623,0.595609745,0.222392421,-0.342105977,0.595609745,0.462343214,-0.38332864,-1.129283017,-0.906890596,-0.222392421,-0.374395515,-0.175086707,0.319177484,0.131244533,-0.016119665,0.91753784,-0.243925583
b3631,0.310340121,0.549915554,0.224040274,-0.293358943,0.581110175,0.272620455,-0.336427665,-0.825502269,-0.637429921,-0.106915204,0.174497731,-0.134301092,0.324063839,0.208586622,0.056583528,0.809002775,-0.293358943
b3632,0.495325288,0.567475074,0.482941564,-0.245756414,0.691049759,0.406320282,-0.352671618,-0.710493383,-0.791413378,-0.032421478,0.563429339,-0.166009951,0.231325546,0.418952549,0.16411938,0.733485025,-0.225292312
b3633,-0.765534746,-1,-0.332575339,0.197939378,-0.133266531,-0.387023123,-0.563900885,0.447458977,0.628031223,0,-0.459431619,0.505235308,0.255257055,-0.096215315,-0.133266531,-0.765534746,-0.387023123
b3634,-0.201633861,-0.131244533,-0.131244533,-0.064130337,-0.523561956,-0.523561956,-0.523561956,-0.530514717,-0.308122295,-0.176877762,0.387023123,0.144389909,0,-0.078002512,0.061400545,-0.353636955,-0.201633861
b3635,0,0,0.321928095,0,0.807354922,1.459431619,0.321928095,1,0.584962501,-1,1,0,0,-0.415037499,0,0,0
b3636,-0.222392421,-0.091147888,0.327804661,0.327804661,0.545161493,0.192645078,0.140177658,1.222392421,1.571541985,0.039528364,0.415037499,0.209095599,0.544698631,0.162553013,0.126757142,0.575114715,0.75161237
b3637,-0.370748223,-0.091035076,0.22090893,0.180266946,0.376913954,0.157183333,-0.09657326,1.505699222,1.580418576,-0.158064846,0.338168736,0.269557529,0.380856652,-0.195761724,0.070883486,0.412440388,0.60557278
b3638,-0.152003093,0.378511623,0.485426827,0.678071905,1.169925001,1.292781749,0.807354922,-0.347923303,1.099535674,0.94753258,0.280107919,0.106915204,0.299560282,0.343954401,0.137503524,0.632268215,0.678071905
b3639,-0.284881108,-0.357812631,-0.368539037,-0.140007479,0.346731486,0.135227381,-0.315687155,-0.018262206,-0.312882955,-0.009102207,0.138328157,-0.144389909,0.192645078,-0.152003093,-0.121745272,0.429557917,-0.254719138
b3640,-0.6983443,-0.448984831,-0.338801913,-0.338801913,0.3016557,0.246160587,-0.56828376,0.081529885,0.3016557,0.128324097,-0.360175564,0.067744607,0.288244969,-0.39665897,0.065588342,0.733606582,0.049468676
b3641,-0.415037499,-0.106915204,-0.415037499,-0.283792966,0.74723393,0.362570079,-0.222392421,0.788495895,0.064130337,0,1.064130337,-0.263034406,-0.026967048,-0.362570079,-0.05246742,0.920565533,0.099535674
b3642,0,0,1,0,1,1,0,9.869208251,0,0,9.869208251,-1,0,0,0,1,0
b3644,-0.096861539,-0.03796785,-0.096861539,-0.359895945,-0.096861539,-0.289506617,-0.266786541,-0.246639968,-0.041820176,-0.152003093,-0.736965594,0.169925001,0.342392197,-0.315501826,-0.096861539,-0.076961982,0.090765464
b3645,0,0.485426827,0,0,0.263034406,0.678071905,-0.321928095,-0.736965594,-0.736965594,0.263034406,0.485426827,0,0.222392421,0.222392421,-0.321928095,0.678071905,0.263034406
b3646,-0.777607579,-0.263034406,-0.777607579,-0.584962501,0.321928095,-0.263034406,-0.584962501,-0.169925001,-0.362570079,0.152003093,0,-0.125530882,0.115477217,-0.263034406,-0.415037499,0.222392421,-0.125530882
b3647,0,0.321928095,0,0,0.584962501,0.321928095,0,0,0,0.415037499,0.736965594,-0.415037499,0,0.321928095,0,0.584962501,0
b3648,0.325219237,0.542773101,0.302499161,-0.352852668,0.283288557,0.308212812,0.016381142,-0.657985757,-0.827096826,0.216187272,0.126390601,-0.141127737,0.130907258,0.295838866,-0.047854969,0.410912985,-0.174934876
b3649,-0.001065113,0.140887297,0.113592252,-0.315288898,0.329785583,0.18744521,-0.244205799,-0.811902428,-0.323063628,0.422961305,-0.366304479,0.148137867,0.592981949,0.266514975,-0.024698769,0.558095895,-0.177664943
b3650,-0.131244533,-0.180572246,-0.048782373,0.018331823,0.085942729,0.143862705,-0.087462841,0.045152036,0.300081393,0.012454999,0.024803391,0.186547222,0.232472428,0.030650213,-0.091388544,-0.17639657,-0.048782373
b3651,-0.449802917,-1.192645078,-0.237499314,0.269460675,-0.039170597,-0.13492958,0.269460675,0.795859283,1.399930607,-0.263034406,-0.777607579,0.174774401,-0.055709433,-0.316473665,0.181329765,-0.415037499,0.123382416
b3652,-0.949373927,-1.719892081,-0.521952703,0.321928095,-0.637429921,-0.449802917,0.342392197,1.552541023,1.861293729,-0.321928095,-0.906890596,0.346175641,-0.024662054,-0.328054198,0.169925001,-0.900464326,-0.192645078
b3653,0.131244533,0.131244533,0.308122295,-0.932885804,-0.485426827,-0.691877705,-0.304854582,-0.436099115,-0.823122238,-0.353636955,1.031026896,0.144389909,0.144389909,0.144389909,0.192645078,0.067114196,0.067114196
b3654,-3.700439718,-3.700439718,-2.115477217,-0.115477217,0.343954401,-0.793549123,-0.700439718,3.273018494,3.169925001,-0.584962501,1,0.807354922,0.321928095,-0.321928095,0.691877705,0.428843299,0.971985624
b3655,-0.019108823,-0.038474148,-0.317190176,-0.520007059,-0.247927513,0.109624491,-0.520007059,-0.837446987,-1.34191957,0.174330181,0.350756748,-0.356934545,-0.102361718,0.185214872,-0.203533394,0.410283969,0.395928676
b3656,0,-0.321928095,-0.321928095,0,0,0.263034406,0,-0.584962501,-0.584962501,-0.263034406,0,-0.321928095,-0.321928095,0.263034406,0,0.263034406,-0.321928095
b3657,0,0,-0.169925001,-0.362570079,0.152003093,0.289506617,0,-0.321928095,-1,-0.152003093,0.137503524,-0.652076697,-0.459431619,-0.137503524,-0.362570079,0.289506617,0
b3658,0,-0.415037499,0.321928095,0.321928095,0.321928095,0,-1,0,-1,0,-2,1.584962501,1,1,-1,-0.415037499,0
b3659,1,1.321928095,1,-1,0,0,-1,-1,-1,0,1,-1.584962501,-0.584962501,0,0,0.584962501,0.584962501
b3660,0.311944006,-0.334419039,0.229481846,-0.334419039,-0.465663572,-0.465663572,-0.273018494,0.157541277,-0.452512205,-0.176877762,0.343954401,0.103093493,0.103093493,0.245112498,0.142019005,-0.334419039,-0.157541277
b3661,0.095758983,0.264212597,0.264212597,-0.065095028,0.228441466,0.293358943,0.121990524,-0.176156955,-0.610053482,0.142019005,-0.313660479,0.311289574,0.3017668,0.83485153,0.889817082,1.887907492,1.213271031
b3662,0.736965594,0.502500341,0.736965594,-0.415037499,0.222392421,0.222392421,-0.415037499,0.502500341,0.321928095,-0.777607579,-0.415037499,0.169925001,0.321928095,0.459431619,0,0.115477217,-0.415037499
b3663,-0.050626073,0.096215315,0.142019005,0,0.56828376,0.633872101,-0.214124805,-0.530514717,-0.308122295,-0.056583528,0,0.120294234,0.520832163,0.283792966,-0.398549376,0.351472371,-0.398549376
b3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3665,-0.736965594,-1.321928095,-0.736965594,-0.321928095,-0.321928095,-0.321928095,-0.736965594,-0.321928095,-0.736965594,-0.736965594,0,0,0.263034406,0,-0.321928095,0,0.485426827
b3666,0,0,0,9.869208251,9.869208251,9.869208251,0,9.869208251,9.869208251,9.869208251,0,0,0,0,0,0,0
b3667,-1.584962501,-1.584962501,-1.584962501,0,-0.584962501,0.415037499,-0.584962501,1,1,0,0,0.584962501,0.584962501,0,-0.584962501,-1.584962501,0.415037499
b3668,-2.321928095,-1.321928095,-1.321928095,0.263034406,0.263034406,1.263034406,0,1.584962501,2,1,1,0.736965594,0.415037499,-0.584962501,-0.321928095,-1.321928095,0.485426827
b3669,-1.791413378,-1.404390255,-0.96829114,0.462343214,0.093109404,0.830074999,-0.032421478,1.95419631,2,1.523561956,1.459431619,0.584962501,0.192645078,-0.222392421,-0.321928095,-0.684498174,0.341036918
b3670,-2.381429107,-1.867805388,-2.263034406,0.058893689,-1.025730275,-0.300681693,-0.5392442,0.222392421,-0.469485283,0.557995453,0.652076697,0.41305985,-0.736965594,-0.451056722,-1.623732071,-1.469485283,-0.513012659
b3671,-2.351598962,-1.428560943,-2.079226691,0.384429513,-0.221780721,0.769631783,-0.087004042,0.537028024,0.222392421,1.258311996,1.03493379,0.343732465,-0.462180483,-0.029594782,-1.49944443,-1.489102485,0.332899213
b3672,-0.37254327,-0.228303861,-0.286661465,0.258552085,0.410453145,0.990202373,0.209783207,-0.145093148,-1.073063462,-0.185031894,-0.068386975,0.322196478,0.043621222,0.1295514,-0.443801953,-0.066184549,0.832590198
b3673,1.807354922,1.807354922,3.087462841,-1,-1,-1,-1,-2,-1,-0.415037499,0,0,0,0,1,0,-1
b3674,-1,0,0.321928095,0.321928095,1.700439718,1.459431619,0.807354922,-1,0.584962501,1,-1,0,1,0.807354922,0,0.584962501,1.459431619
b3675,0.823122238,0.823122238,0.823122238,0,0.299560282,0.206450877,0,-0.115477217,-0.700439718,0.299560282,1.428843299,0.347923303,0.125530882,0.628031223,0.299560282,0.106915204,-0.2410081
b3676,0.2410081,0.347923303,0,-0.652076697,-0.289506617,-0.289506617,-0.552541023,-1,-1,-0.099535674,-0.736965594,0.093109404,-0.099535674,0.263034406,0.125530882,-0.067114196,0.064130337
b3677,-0.192645078,-0.415037499,-0.415037499,0.169925001,0.736965594,0.36923381,0.273018494,0.36923381,-0.584962501,-0.497499659,0,0.30256277,0.137503524,-0.206450877,-0.415037499,0.169925001,0
b3678,0.415037499,0.736965594,0.415037499,0,0.736965594,0.736965594,0,-1,-1,0.321928095,0.584962501,-1,-0.415037499,0,0,0.736965594,0.415037499
b3679,9.869208251,9.869208251,9.869208251,0,9.869208251,9.869208251,9.869208251,0,0,9.869208251,9.869208251,0,0,0,0,9.869208251,0
b3680,0.064130337,-0.289506617,-0.874469118,-0.7589919,-1.137503524,-0.371968777,-0.874469118,-2.032421478,-2.491853096,-1.243925583,-0.791413378,-0.900464326,-0.900464326,0.478047297,-0.552541023,-0.137503524,-0.289506617
b3684,0.415037499,0.415037499,0,-0.584962501,0.415037499,0.415037499,0,-1,-1,0,0,-0.584962501,0,0.415037499,0,0.415037499,0.415037499
b3685,-0.099535674,-0.099535674,-0.321928095,-0.099535674,0.552541023,0.263034406,0,0,-0.584962501,0.222392421,0.289506617,-0.378511623,-0.056583528,-0.115477217,-0.099535674,0.61667136,0.552541023
b3686,1,2,1,-0.321928095,0.263034406,0.263034406,-0.736965594,-0.415037499,-2,0,0.321928095,-0.736965594,-0.736965594,0,0,0.678071905,-0.321928095
b3687,0.898120386,1.378511623,0.8259706,0.337581359,-0.242200902,-0.552541023,-0.196397213,0.657475001,-1.207595419,-1.470629825,-1.207595419,0.631132682,-0.249027548,-0.187627003,0.378511623,0.358191639,-0.441509711
b3688,-0.6228154,-0.821796434,-0.528600058,-0.203359229,-0.495810123,-0.627247646,-0.203359229,-0.435939903,-0.190712983,-0.263575856,-0.417746787,0.457989644,0.391058636,0.264794864,-0.213320339,-0.230076568,0.048047174
b3689,-0.087462841,-0.280107919,-0.387023123,-0.180572246,0.160464672,0,0,-0.180572246,-0.387023123,0.160464672,0.497499659,0,0.263034406,0.093109404,-0.280107919,0.160464672,-0.280107919
b3690,0.263034406,0,0,-0.736965594,-0.321928095,-0.321928095,-0.321928095,-0.485426827,-0.807354922,-0.485426827,-0.485426827,0.321928095,0,0,-0.321928095,-0.321928095,0.263034406
b3691,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
b3693,0.506959989,0.506959989,0.395928676,-0.078002512,-0.247927513,0.074000581,-0.247927513,-0.628031223,-0.765534746,-0.280107919,-0.087462841,0.2410081,0.347923303,0.447458977,0,-0.247927513,-0.247927513
b3696,1,1.440572591,1,-0.485426827,0.514573173,0,-0.222392421,-0.736965594,-1,-0.321928095,0.137503524,-0.362570079,0.152003093,0.152003093,0.192645078,0.893084796,0.514573173
b3697,-0.014213859,-0.164630702,0.210217707,0.349942471,0.556393349,0.835369298,0.415037499,0.485426827,0.512648296,0.24691474,0.341036918,0.284303023,0.260651755,0.149143439,-0.133266531,0.041820176,0.173064709
b3698,0.719892081,0.866733469,0.436099115,-1.280107919,-1.087462841,-0.91753784,-0.387023123,-1.736965594,-1.584962501,0.137503524,0,-0.2410081,-0.378511623,0,0.160464672,0.160464672,-0.502500341
b3699,-0.196397213,-0.206450877,-0.226770862,0.076621282,0.188266637,0.522421035,-0.090197809,0.010888316,0.053637964,0.064130337,0.295455884,-0.249228606,-0.093109404,-0.452512205,-0.156868849,0.157239742,0.068306013
b3700,-0.378511623,0.299560282,-0.115477217,0,0.7589919,0.547487795,0.299560282,1,1.440572591,0.514573173,0.192645078,0.169925001,0.087462841,-0.192645078,0.206450877,0.106915204,0.469485283
b3701,-0.045442971,0.310700839,0,-0.178337241,0.246160587,-0.033947332,-0.011227255,-0.078711976,0.398989558,0.398989558,-0.42786154,0.025311089,0.086711633,-0.051994638,0.097297201,0.128324097,0.04405518
b3702,0.143965774,0.367509129,0.374395515,0,0.381249186,0.167944637,0.008878151,-0.070389328,0.192645078,0.637429921,0.397759508,0.1627295,0.255838904,0.20069735,0.05246742,0.237578825,-0.045229254
b3703,-0.727109398,-1.168998117,0.100277228,0.25435465,0.203728577,-0.408869491,-0.241682571,1.505640048,2.854906852,0.05246742,-0.584962501,0.583686344,0.581130639,0.15925571,-0.148299125,-0.598001796,-0.469200025
b3704,-1.415037499,-1.777607579,-0.0489096,0.263034406,0.212050477,-0.558162441,-0.099535674,2.731183242,4.010779839,0.782408565,0.263034406,0.73073364,0.605543378,-0.070078436,-0.099535674,-1.099535674,-0.480625841
b3705,-0.964080426,-1.139930261,-0.468553009,-0.11345805,0.224123309,-0.519778332,-0.451874267,1.375866902,1.929610672,0.222392421,0.855610091,0.299560282,0.428843299,-0.36415633,0.213706693,0.149576356,-0.166897309
